task_id,scenario,expected,primary_valid,status,accepted_answer,wrong_accepted,primary_wrong,outside_trust_assumptions
24,answer_flip,True,False,RECOVERED,True,False,True,False
24,proof_step_drop,True,False,RECOVERED,True,False,False,False
24,invalid_rule_id,True,False,RECOVERED,True,False,False,False
24,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
24,input_query_replacement,True,False,RECOVERED,True,False,False,False
24,worker_output_missing,True,False,RECOVERED,True,False,False,False
24,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
24,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
24,malformed_output,True,False,RECOVERED,True,False,False,False
24,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
25,control,False,True,ACCEPT_PRIMARY,False,False,False,False
25,answer_flip,False,False,RECOVERED,False,False,True,False
25,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
25,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
25,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
25,input_query_replacement,False,False,RECOVERED,False,False,False,False
25,worker_output_missing,False,False,RECOVERED,False,False,False,False
25,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
25,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
25,malformed_output,False,False,RECOVERED,False,False,False,False
25,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
26,control,True,True,ACCEPT_PRIMARY,True,False,False,False
26,answer_flip,True,False,RECOVERED,True,False,True,False
26,proof_step_drop,True,False,RECOVERED,True,False,False,False
26,invalid_rule_id,True,False,RECOVERED,True,False,False,False
26,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
26,input_query_replacement,True,False,RECOVERED,True,False,False,False
26,worker_output_missing,True,False,RECOVERED,True,False,False,False
26,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
26,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
26,malformed_output,True,False,RECOVERED,True,False,False,False
26,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
27,control,False,True,ACCEPT_PRIMARY,False,False,False,False
27,answer_flip,False,False,RECOVERED,False,False,True,False
27,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
27,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
27,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
27,input_query_replacement,False,False,RECOVERED,False,False,False,False
27,worker_output_missing,False,False,RECOVERED,False,False,False,False
27,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
27,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
27,malformed_output,False,False,RECOVERED,False,False,False,False
27,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
28,control,True,True,ACCEPT_PRIMARY,True,False,False,False
28,answer_flip,True,False,RECOVERED,True,False,True,False
28,proof_step_drop,True,False,RECOVERED,True,False,False,False
28,invalid_rule_id,True,False,RECOVERED,True,False,False,False
28,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
28,input_query_replacement,True,False,RECOVERED,True,False,False,False
28,worker_output_missing,True,False,RECOVERED,True,False,False,False
28,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
28,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
28,malformed_output,True,False,RECOVERED,True,False,False,False
28,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
29,control,False,True,ACCEPT_PRIMARY,False,False,False,False
29,answer_flip,False,False,RECOVERED,False,False,True,False
29,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
29,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
29,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
29,input_query_replacement,False,False,RECOVERED,False,False,True,False
29,worker_output_missing,False,False,RECOVERED,False,False,False,False
29,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
29,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
29,malformed_output,False,False,RECOVERED,False,False,False,False
29,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
30,control,True,True,ACCEPT_PRIMARY,True,False,False,False
30,answer_flip,True,False,RECOVERED,True,False,True,False
30,proof_step_drop,True,False,RECOVERED,True,False,False,False
30,invalid_rule_id,True,False,RECOVERED,True,False,False,False
30,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
30,input_query_replacement,True,False,RECOVERED,True,False,True,False
30,worker_output_missing,True,False,RECOVERED,True,False,False,False
30,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
30,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
30,malformed_output,True,False,RECOVERED,True,False,False,False
30,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
31,control,False,True,ACCEPT_PRIMARY,False,False,False,False
31,answer_flip,False,False,RECOVERED,False,False,True,False
31,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
31,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
31,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
31,input_query_replacement,False,False,RECOVERED,False,False,True,False
31,worker_output_missing,False,False,RECOVERED,False,False,False,False
31,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
31,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
31,malformed_output,False,False,RECOVERED,False,False,False,False
31,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
32,control,True,True,ACCEPT_PRIMARY,True,False,False,False
32,answer_flip,True,False,RECOVERED,True,False,True,False
32,proof_step_drop,True,False,RECOVERED,True,False,False,False
32,invalid_rule_id,True,False,RECOVERED,True,False,False,False
32,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
32,input_query_replacement,True,False,RECOVERED,True,False,True,False
32,worker_output_missing,True,False,RECOVERED,True,False,False,False
32,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
32,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
32,malformed_output,True,False,RECOVERED,True,False,False,False
32,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
33,control,False,True,ACCEPT_PRIMARY,False,False,False,False
33,answer_flip,False,False,RECOVERED,False,False,True,False
33,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
33,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
33,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
33,input_query_replacement,False,False,RECOVERED,False,False,True,False
33,worker_output_missing,False,False,RECOVERED,False,False,False,False
33,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
33,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
33,malformed_output,False,False,RECOVERED,False,False,False,False
33,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
34,control,True,True,ACCEPT_PRIMARY,True,False,False,False
34,answer_flip,True,False,RECOVERED,True,False,True,False
34,proof_step_drop,True,False,RECOVERED,True,False,False,False
34,invalid_rule_id,True,False,RECOVERED,True,False,False,False
34,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
34,input_query_replacement,True,False,RECOVERED,True,False,False,False
34,worker_output_missing,True,False,RECOVERED,True,False,False,False
34,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
34,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
34,malformed_output,True,False,RECOVERED,True,False,False,False
34,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
35,control,False,True,ACCEPT_PRIMARY,False,False,False,False
35,answer_flip,False,False,RECOVERED,False,False,True,False
35,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
35,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
35,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
35,input_query_replacement,False,False,RECOVERED,False,False,False,False
35,worker_output_missing,False,False,RECOVERED,False,False,False,False
35,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
35,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
35,malformed_output,False,False,RECOVERED,False,False,False,False
35,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
36,control,True,True,ACCEPT_PRIMARY,True,False,False,False
36,answer_flip,True,False,RECOVERED,True,False,True,False
36,proof_step_drop,True,False,RECOVERED,True,False,False,False
36,invalid_rule_id,True,False,RECOVERED,True,False,False,False
36,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
36,input_query_replacement,True,False,RECOVERED,True,False,False,False
36,worker_output_missing,True,False,RECOVERED,True,False,False,False
36,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
36,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
36,malformed_output,True,False,RECOVERED,True,False,False,False
36,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
37,control,False,True,ACCEPT_PRIMARY,False,False,False,False
37,answer_flip,False,False,RECOVERED,False,False,True,False
37,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
37,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
37,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
37,input_query_replacement,False,False,RECOVERED,False,False,True,False
37,worker_output_missing,False,False,RECOVERED,False,False,False,False
37,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
37,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
37,malformed_output,False,False,RECOVERED,False,False,False,False
37,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
38,control,True,True,ACCEPT_PRIMARY,True,False,False,False
38,answer_flip,True,False,RECOVERED,True,False,True,False
38,proof_step_drop,True,False,RECOVERED,True,False,False,False
38,invalid_rule_id,True,False,RECOVERED,True,False,False,False
38,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
38,input_query_replacement,True,False,RECOVERED,True,False,True,False
38,worker_output_missing,True,False,RECOVERED,True,False,False,False
38,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
38,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
38,malformed_output,True,False,RECOVERED,True,False,False,False
38,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
39,control,False,True,ACCEPT_PRIMARY,False,False,False,False
39,answer_flip,False,False,RECOVERED,False,False,True,False
39,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
39,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
39,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
39,input_query_replacement,False,False,RECOVERED,False,False,True,False
39,worker_output_missing,False,False,RECOVERED,False,False,False,False
39,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
39,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
39,malformed_output,False,False,RECOVERED,False,False,False,False
39,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
40,control,True,True,ACCEPT_PRIMARY,True,False,False,False
