day,source,source_day_slot,coverage,mean_colour_level,band_colour_level,off_band_colour_level,white_fraction,high_colour_fraction,peak_column_level,peak_broadband_fraction,peak_time_tomsk,longest_missing_hours
2025-12-20,raw/monthly22/2025-12-22.jpg,0,1.0,0.22633759677410126,0.28016436100006104,0.21304914355278015,0.00012161204699512494,0.11221619449467551,0.8655944466590881,0.924812030075188,10.282157676348547,0.0
2026-01-18,raw/monthly20/2026-01-20.jpg,1,1.0,0.23590774834156036,0.3022233247756958,0.21953609585762024,7.402472425790214e-05,0.1277983989509639,0.475308895111084,0.41854636591478694,12.174273858921161,0.0
2026-01-19,raw/monthly21/2026-01-21.jpg,0,1.0,0.29237836599349976,0.33204320073127747,0.28258612751960754,0.001670843776106934,0.1622780580142339,0.6278440356254578,0.5989974937343359,13.219917012448134,0.0
2026-01-20,raw/monthly22/2026-01-22.jpg,0,1.0,0.26441583037376404,0.2883860170841217,0.2584981918334961,0.00026437401520679334,0.14540570836373634,0.8487067222595215,0.9097744360902256,14.763485477178424,0.0
2026-02-18,raw/monthly20/2026-02-20.jpg,0,1.0,0.5252754092216492,0.5526258945465088,0.5185232758522034,0.1720387466556687,0.41706058394932477,0.8841643929481506,0.9949874686716792,10.730290456431536,0.0
2026-02-19,raw/monthly21/2026-02-21.jpg,0,1.0,0.3204103708267212,0.3397456407546997,0.3156369924545288,0.027383860495119657,0.22304178166936328,0.8831527829170227,1.0,3.311203319502075,0.0
2026-02-20,raw/monthly22/2026-02-22.jpg,0,1.0,0.2886967062950134,0.31392502784729004,0.28246843814849854,0.03723972378202891,0.19064538984592283,0.8737329244613647,0.9924812030075187,11.228215767634854,0.0
2026-03-18,raw/monthly20/2026-03-20.jpg,0,1.0,0.36510971188545227,0.3975731432437897,0.357095330953598,0.026781087740448167,0.21743705254697926,0.886553943157196,0.9974937343358395,11.676348547717842,0.0
2026-03-19,raw/monthly21/2026-03-21.jpg,0,1.0,0.29101794958114624,0.33154502511024475,0.28101280331611633,0.00037541110159364656,0.17023571587195838,0.8910465240478516,0.9598997493734336,7.692946058091287,0.0
2026-03-20,raw/monthly22/2026-03-22.jpg,1,1.0,0.3056985139846802,0.34387409687042236,0.2962739169597626,0.006207501877055508,0.16659264194240878,0.8505060076713562,0.8947368421052632,10.630705394190871,0.0
2026-04-18,raw/monthly20/2026-04-20.jpg,0,1.0,0.37504860758781433,0.4105220139026642,0.3662911057472229,0.07837103306790182,0.29802882734261815,0.8929843902587891,0.9974937343358395,19.892116182572614,0.0
2026-04-19,raw/monthly21/2026-04-21.jpg,0,1.0,0.4154573678970337,0.459532767534256,0.40457624197006226,0.11282425472965113,0.2925668601884458,0.8787463307380676,0.9924812030075187,16.20746887966805,0.0
2026-04-20,raw/monthly22/2026-04-22.jpg,0,1.0,0.2545948326587677,0.2997523844242096,0.24344657361507416,0.000438860865243277,0.1460613559214492,0.8954897522926331,0.9874686716791979,15.012448132780083,0.0
2026-05-18,raw/monthly20/2026-05-20.jpg,0,1.0,0.22272658348083496,0.29379984736442566,0.2051803469657898,0.00022207417277370642,0.1107991497731671,0.8626265525817871,0.9598997493734336,6.946058091286307,0.0
2026-05-19,raw/monthly21/2026-05-21.jpg,0,1.0,0.26741835474967957,0.33644726872444153,0.25037682056427,3.1724881824815205e-05,0.13961062995040344,0.746954083442688,0.7794486215538847,0.37344398340248963,0.0
2026-05-20,raw/monthly22/2026-05-22.jpg,0,1.0,0.35497382283210754,0.39026394486427307,0.346261590719223,0.013958948002918688,0.21626851939976524,0.8966667056083679,1.0,13.269709543568466,0.0
2026-06-18,raw/monthly20/2026-06-20.jpg,0,1.0,0.32128769159317017,0.36875125765800476,0.3095701038837433,0.002823514482408553,0.1558379070037964,0.8851118683815002,0.9874686716791979,8.091286307053942,0.0
2026-06-19,raw/monthly21/2026-06-21.jpg,0,1.0,0.32623860239982605,0.3654940724372864,0.3165473937988281,1.0574960608271734e-05,0.1378498990091262,0.5010291934013367,0.3007518796992481,15.112033195020746,0.0
2026-06-20,raw/monthly22/2026-06-22.jpg,0,1.0,0.3165724575519562,0.35644373297691345,0.3067292273044586,5.287480304135867e-06,0.15097871260429555,0.8076754808425903,0.849624060150376,17.25311203319502,0.0
2026-07-18,raw/monthly20/2026-07-20.jpg,0,1.0,0.4871238172054291,0.5191711187362671,0.4792121946811676,0.06296860294195404,0.27890401108255874,0.8173453211784363,0.8721804511278195,3.161825726141079,0.0
2026-07-19,raw/monthly21/2026-07-21.jpg,0,1.0,0.3269977867603302,0.3870263695716858,0.31217819452285767,2.1149921216543468e-05,0.13735287586053743,0.5082372426986694,0.3433583959899749,2.813278008298755,0.0
2026-07-20,raw/monthly22/2026-07-22.jpg,0,1.0,0.3186616003513336,0.37671512365341187,0.30432963371276855,0.007101086048454469,0.17618413121411122,0.8906348943710327,0.9949874686716792,14.713692946058092,0.0
2026-08-18,raw/monthly20/2026-08-20.jpg,0,1.0,0.3439880907535553,0.3876107633113861,0.3332187235355377,0.055566130516163825,0.21946744498376744,0.8898634314537048,0.9974937343358395,19.145228215767638,0.0
2026-08-19,raw/monthly21/2026-08-21.jpg,0,1.0,0.40982624888420105,0.4336811602115631,0.40393704175949097,0.014048835168088998,0.2632477819020124,0.8943160176277161,0.9899749373433584,10.033195020746888,0.0
2026-08-20,raw/monthly22/2026-08-22.jpg,0,1.0,0.30287542939186096,0.34153929352760315,0.29333028197288513,0.003257087867347694,0.1556316952719351,0.831313967704773,0.8947368421052632,8.589211618257261,0.0
