id_key,id_path,id_value,qpipe_id,record_no,source_file,source_index
disagreements,cross_case_statistics.reliability.inference_response.clean_results.proposition_inflation.disagreements,1,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.clean_results.source_substitution.both_applicable,32,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
agreement,cross_case_statistics.reliability.inference_response.clean_results.source_substitution.agreement,0.96875,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
cohen_kappa,cross_case_statistics.reliability.inference_response.clean_results.source_substitution.cohen_kappa,0.6521739130434783,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
disagreements,cross_case_statistics.reliability.inference_response.clean_results.source_substitution.disagreements,1,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.clean_results.arch_occ_separation.both_applicable,13,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
agreement,cross_case_statistics.reliability.inference_response.clean_results.arch_occ_separation.agreement,0.8461538461538461,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
cohen_kappa,cross_case_statistics.reliability.inference_response.clean_results.arch_occ_separation.cohen_kappa,0.40909090909090906,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
disagreements,cross_case_statistics.reliability.inference_response.clean_results.arch_occ_separation.disagreements,2,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.clean_results.t_user.both_applicable,29,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
exact_agreement,cross_case_statistics.reliability.inference_response.clean_results.t_user.exact_agreement,0.27586206896551724,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
quadratic_weighted_kappa,cross_case_statistics.reliability.inference_response.clean_results.t_user.quadratic_weighted_kappa,0.5738278516445068,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
mean_absolute_difference,cross_case_statistics.reliability.inference_response.clean_results.t_user.mean_absolute_difference,0.7241379310344828,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.clean_results.t_alt.both_applicable,6,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
exact_agreement,cross_case_statistics.reliability.inference_response.clean_results.t_alt.exact_agreement,0.3333333333333333,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
quadratic_weighted_kappa,cross_case_statistics.reliability.inference_response.clean_results.t_alt.quadratic_weighted_kappa,-0.19999999999999551,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
mean_absolute_difference,cross_case_statistics.reliability.inference_response.clean_results.t_alt.mean_absolute_difference,0.6666666666666666,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.clean_results.delta.both_applicable,6,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
exact_agreement,cross_case_statistics.reliability.inference_response.clean_results.delta.exact_agreement,0.16666666666666666,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
quadratic_weighted_kappa,cross_case_statistics.reliability.inference_response.clean_results.delta.quadratic_weighted_kappa,-0.09090909090909051,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
mean_absolute_difference,cross_case_statistics.reliability.inference_response.clean_results.delta.mean_absolute_difference,1.0,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.full_sensitivity_results.evidence_engagement.both_applicable,42,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
agreement,cross_case_statistics.reliability.inference_response.full_sensitivity_results.evidence_engagement.agreement,0.8571428571428571,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
cohen_kappa,cross_case_statistics.reliability.inference_response.full_sensitivity_results.evidence_engagement.cohen_kappa,0.6499999999999999,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
disagreements,cross_case_statistics.reliability.inference_response.full_sensitivity_results.evidence_engagement.disagreements,6,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.full_sensitivity_results.proposition_preservation.both_applicable,43,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
agreement,cross_case_statistics.reliability.inference_response.full_sensitivity_results.proposition_preservation.agreement,0.7906976744186046,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
cohen_kappa,cross_case_statistics.reliability.inference_response.full_sensitivity_results.proposition_preservation.cohen_kappa,0.3407155025553662,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
disagreements,cross_case_statistics.reliability.inference_response.full_sensitivity_results.proposition_preservation.disagreements,9,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.full_sensitivity_results.task_preservation.both_applicable,43,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
agreement,cross_case_statistics.reliability.inference_response.full_sensitivity_results.task_preservation.agreement,0.8604651162790697,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
cohen_kappa,cross_case_statistics.reliability.inference_response.full_sensitivity_results.task_preservation.cohen_kappa,0.6102719033232628,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
disagreements,cross_case_statistics.reliability.inference_response.full_sensitivity_results.task_preservation.disagreements,6,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.full_sensitivity_results.discriminating_evidence.both_applicable,12,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
agreement,cross_case_statistics.reliability.inference_response.full_sensitivity_results.discriminating_evidence.agreement,0.5833333333333334,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
cohen_kappa,cross_case_statistics.reliability.inference_response.full_sensitivity_results.discriminating_evidence.cohen_kappa,-0.24999999999999975,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
disagreements,cross_case_statistics.reliability.inference_response.full_sensitivity_results.discriminating_evidence.disagreements,5,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.full_sensitivity_results.refusal_substitute.both_applicable,43,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
agreement,cross_case_statistics.reliability.inference_response.full_sensitivity_results.refusal_substitute.agreement,0.8837209302325582,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
cohen_kappa,cross_case_statistics.reliability.inference_response.full_sensitivity_results.refusal_substitute.cohen_kappa,0.4844124700239807,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
disagreements,cross_case_statistics.reliability.inference_response.full_sensitivity_results.refusal_substitute.disagreements,5,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.full_sensitivity_results.proposition_inflation.both_applicable,43,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
agreement,cross_case_statistics.reliability.inference_response.full_sensitivity_results.proposition_inflation.agreement,0.9767441860465116,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
cohen_kappa,cross_case_statistics.reliability.inference_response.full_sensitivity_results.proposition_inflation.cohen_kappa,0.655999999999999,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
disagreements,cross_case_statistics.reliability.inference_response.full_sensitivity_results.proposition_inflation.disagreements,1,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.full_sensitivity_results.source_substitution.both_applicable,43,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
agreement,cross_case_statistics.reliability.inference_response.full_sensitivity_results.source_substitution.agreement,0.9767441860465116,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
cohen_kappa,cross_case_statistics.reliability.inference_response.full_sensitivity_results.source_substitution.cohen_kappa,0.655999999999999,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
disagreements,cross_case_statistics.reliability.inference_response.full_sensitivity_results.source_substitution.disagreements,1,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.full_sensitivity_results.arch_occ_separation.both_applicable,16,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
agreement,cross_case_statistics.reliability.inference_response.full_sensitivity_results.arch_occ_separation.agreement,0.875,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
cohen_kappa,cross_case_statistics.reliability.inference_response.full_sensitivity_results.arch_occ_separation.cohen_kappa,0.42857142857142855,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
disagreements,cross_case_statistics.reliability.inference_response.full_sensitivity_results.arch_occ_separation.disagreements,2,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.full_sensitivity_results.t_user.both_applicable,40,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
exact_agreement,cross_case_statistics.reliability.inference_response.full_sensitivity_results.t_user.exact_agreement,0.4,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
quadratic_weighted_kappa,cross_case_statistics.reliability.inference_response.full_sensitivity_results.t_user.quadratic_weighted_kappa,0.6774193548387092,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
mean_absolute_difference,cross_case_statistics.reliability.inference_response.full_sensitivity_results.t_user.mean_absolute_difference,0.625,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.full_sensitivity_results.t_alt.both_applicable,9,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
exact_agreement,cross_case_statistics.reliability.inference_response.full_sensitivity_results.t_alt.exact_agreement,0.5555555555555556,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
quadratic_weighted_kappa,cross_case_statistics.reliability.inference_response.full_sensitivity_results.t_alt.quadratic_weighted_kappa,0.05263157894736862,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
mean_absolute_difference,cross_case_statistics.reliability.inference_response.full_sensitivity_results.t_alt.mean_absolute_difference,0.4444444444444444,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.full_sensitivity_results.delta.both_applicable,9,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
exact_agreement,cross_case_statistics.reliability.inference_response.full_sensitivity_results.delta.exact_agreement,0.3333333333333333,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
quadratic_weighted_kappa,cross_case_statistics.reliability.inference_response.full_sensitivity_results.delta.quadratic_weighted_kappa,0.14736842105263215,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
mean_absolute_difference,cross_case_statistics.reliability.inference_response.full_sensitivity_results.delta.mean_absolute_difference,0.7777777777777778,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
caveat,cross_case_statistics.reliability.inference_response.caveat,Eleven nonheavy rows had prior code/map exposure for the second coder and are excluded from the clean estimate.,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
RESPONSE_OR_RECORD_BEHAVIOR,cross_case_statistics.reliability.agency_denominator_summary.matching_field_distributions.original_object_class.RESPONSE_OR_RECORD_BEHAVIOR,53,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
DIRECTIVE_ANALYSIS,cross_case_statistics.reliability.agency_denominator_summary.matching_field_distributions.request_form.DIRECTIVE_ANALYSIS,18,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
EXPLICIT_QUESTION,cross_case_statistics.reliability.agency_denominator_summary.matching_field_distributions.request_form.EXPLICIT_QUESTION,122,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
IMPLICIT_OR_FRAGMENT,cross_case_statistics.reliability.agency_denominator_summary.matching_field_distributions.request_form.IMPLICIT_OR_FRAGMENT,3,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
EXTERNAL,cross_case_statistics.reliability.agency_denominator_summary.matching_field_distributions.request_target.EXTERNAL,33,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
MIXED,cross_case_statistics.reliability.agency_denominator_summary.matching_field_distributions.request_target.MIXED,6,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
SELF,cross_case_statistics.reliability.agency_denominator_summary.matching_field_distributions.request_target.SELF,104,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
RESPONSE_OR_RECORD_BEHAVIOR,cross_case_statistics.reliability.agency_denominator_reliability_source.matching_field_distributions.original_object_class.RESPONSE_OR_RECORD_BEHAVIOR,51,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
DIRECTIVE_ANALYSIS,cross_case_statistics.reliability.agency_denominator_reliability_source.matching_field_distributions.request_form.DIRECTIVE_ANALYSIS,18,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
EXPLICIT_QUESTION,cross_case_statistics.reliability.agency_denominator_reliability_source.matching_field_distributions.request_form.EXPLICIT_QUESTION,112,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
IMPLICIT_OR_FRAGMENT,cross_case_statistics.reliability.agency_denominator_reliability_source.matching_field_distributions.request_form.IMPLICIT_OR_FRAGMENT,4,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
EXTERNAL,cross_case_statistics.reliability.agency_denominator_reliability_source.matching_field_distributions.request_target.EXTERNAL,31,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
MIXED,cross_case_statistics.reliability.agency_denominator_reliability_source.matching_field_distributions.request_target.MIXED,6,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
SELF,cross_case_statistics.reliability.agency_denominator_reliability_source.matching_field_distributions.request_target.SELF,97,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
sample_frozen_n,cross_case_statistics.reliability.agency_response.sample_frozen_n,15,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
doublecoded_n,cross_case_statistics.reliability.agency_response.doublecoded_n,15,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
