case_id,rtc_id,rtc_uuid,min_node,max_node,episode_count,first_timestamp,last_timestamp,ao30_window_unique_nodes,checking_nodes,work_status_nodes,preamble_nodes,visually_hidden_nodes,redacted_nodes,reasoning_recap_nodes,thoughts_nodes,model_editable_context_nodes,system_nodes,tool_nodes,ao30_events,ao30_confirmed_trigger,ao30_no_confirmed_trigger,ao30_max_delay_seconds,ao30_median_delay_seconds,ao30_literal_classes,ao30_sustained_classes,agency_opportunities_mapped,agency_injections,agency_denial_sidecars,agency_class2,agency_class3,agency_response_checking,stage_signature,observed_route_class,route_class_scope
seventeenth_share,rtc_baa49c6814694d55ba4bd7c5ae618c1a,dd7a3dbb-10d9-48a2-8089-afa1374ef94e,173,188,3,OBSERVED(2026-08-14T21:23:41.906856+00:00),OBSERVED(2026-08-14T21:25:32.795810+00:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,NO_STAGE_TYPE_OBSERVED_IN_AO30_WINDOWS,OBSROUTE-8c083c1873,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
seventeenth_share,rtc_4a4887ae84ec4ed69df5ee50c742191d,0f023a35-a219-4a70-96fc-6eba30369688,199,821,82,OBSERVED(2026-08-14T21:26:31.045864+00:00),OBSERVED(2026-08-14T23:00:54.036251+00:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,6,0,0,0,0,6,NO_STAGE_TYPE_OBSERVED_IN_AO30_WINDOWS,OBSROUTE-8c083c1873,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
seventeenth_share,rtc_c605a2fe0cb3477f9098624a35c113c2,d98c3bdd-9d6c-4bf8-a4ec-2dd456952ef1,822,921,10,OBSERVED(2026-08-14T23:07:39.349340+00:00),OBSERVED(2026-08-14T23:20:31.818397+00:00),21,1,2,1,1,0,3,5,0,0,0,1,1,0,77.36399,77.36399,A,A,0,0,0,0,0,0,THOUGHTS|REASONING_RECAP|PREAMBLE|VISUALLY_HIDDEN|CHECKING|WORK_STATUS,OBSROUTE-455a4bc378,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
seventeenth_share,rtc_96329b7b24bb411fb1f3d078a4d41a99,a1d9e9c7-41b1-4dbf-b94d-9490c78190a5,922,925,1,OBSERVED(2026-08-14T23:24:22.473794+00:00),OBSERVED(2026-08-14T23:24:22.473794+00:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,NO_STAGE_TYPE_OBSERVED_IN_AO30_WINDOWS,OBSROUTE-8c083c1873,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
seventh_share,rtc_1c504186e21c4dc38c153b372421c9c5,f320b30d-7d89-4adb-8ccf-9843e7751ecd,21,431,53,OBSERVED(2026-08-15T11:34:29.054008+00:00),OBSERVED(2026-08-15T12:22:59.060226+00:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,NO_STAGE_TYPE_OBSERVED_IN_AO30_WINDOWS,OBSROUTE-8c083c1873,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
seventh_share,rtc_f607bb5acc5b485eaed6b195c99959b1,3acc5444-d49d-4ee2-80b6-e6cf13f48673,440,681,34,OBSERVED(2026-08-15T12:29:15.214113+00:00),OBSERVED(2026-08-15T12:58:12.772149+00:00),35,1,2,1,3,2,2,7,0,0,2,2,2,0,121.175366,76.006204,A,A,0,0,0,0,0,0,THOUGHTS|REASONING_RECAP|PREAMBLE|TOOL|VISUALLY_HIDDEN|CHECKING|WORK_STATUS,OBSROUTE-a2cad87f19,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
seventh_share,rtc_ab4678bee15b4276baf1124375c8e031,fa38c3ee-ff7d-4f2d-91ee-5ebede8df1bf,690,736,2,OBSERVED(2026-08-15T13:03:38.365596+00:00),OBSERVED(2026-08-15T13:04:29.015845+00:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,2,0,0,0,0,0,NO_STAGE_TYPE_OBSERVED_IN_AO30_WINDOWS,OBSROUTE-8c083c1873,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
seventh_share,rtc_6a22953b2d324c459eeffcfc966580f3,66672d68-eb3a-423c-912a-60903ca5e54d,746,767,4,OBSERVED(2026-08-15T13:08:47.059195+00:00),OBSERVED(2026-08-15T13:11:42.653264+00:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,NO_STAGE_TYPE_OBSERVED_IN_AO30_WINDOWS,OBSROUTE-8c083c1873,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
seventh_share,rtc_bc92acddd2bb4b78a0d8801126157f44,618d063c-7519-4078-a274-bb320a2a39ca,774,842,12,OBSERVED(2026-08-15T13:12:50.773747+00:00),OBSERVED(2026-08-15T13:19:22.321781+00:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,NO_STAGE_TYPE_OBSERVED_IN_AO30_WINDOWS,OBSROUTE-8c083c1873,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
seventh_share,rtc_b4716960dd144c349161d83fd1dee7e9,af2dd43c-089f-4af0-b0fc-86f60abaaad2,845,1347,78,OBSERVED(2026-08-15T13:21:18.023598+00:00),OBSERVED(2026-08-15T14:12:13.775732+00:00),21,0,0,0,1,2,1,3,0,0,2,1,0,1,30.937759,30.937759,A,A,1,1,1,0,1,1,THOUGHTS|REASONING_RECAP|TOOL|VISUALLY_HIDDEN,OBSROUTE-d63c1a3022,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
seventh_share,rtc_d76a7459513844cfb7e191829e1a19d9,46ca0fec-43d9-4519-b885-6b71cfd7aba1,1350,2002,93,OBSERVED(2026-08-15T14:20:49.485477+00:00),OBSERVED(2026-08-15T16:19:00.211698+00:00),65,2,0,2,1,0,5,4,0,0,0,4,0,4,93.703696,45.922968,A,A,0,0,0,0,0,0,THOUGHTS|REASONING_RECAP|PREAMBLE|VISUALLY_HIDDEN|CHECKING,OBSROUTE-a517e7503c,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
seventh_share,rtc_949c126f53694242b25b8372cb85ad15,27a2abd4-e822-4ee5-aa05-2da7c37d40e0,2005,2097,2,OBSERVED(2026-08-15T16:23:34.159773+00:00),OBSERVED(2026-08-15T17:04:54.004526+00:00),51,0,2,1,0,0,1,1,0,0,0,5,0,5,131.852799,79.130878,A,A,1,1,0,1,0,1,THOUGHTS|REASONING_RECAP|PREAMBLE|WORK_STATUS,OBSROUTE-23445ac03f,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
seventh_share,rtc_82044b89e0ba40a8a44836d066980909,2926e79a-7012-485d-b255-f27621f44152,2098,2245,22,OBSERVED(2026-08-15T17:14:39.993645+00:00),OBSERVED(2026-08-15T17:34:28.634088+00:00),21,3,0,2,5,1,2,3,1,3,0,1,0,1,249.779635,249.779635,A,A,1,0,0,0,0,1,THOUGHTS|REASONING_RECAP|PREAMBLE|MODEL_EDITABLE_CONTEXT|SYSTEM|VISUALLY_HIDDEN|CHECKING,OBSROUTE-711a908a6b,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
seventh_share,rtc_6dca91c6057f4602af8e43b2b3e06c99,258ba58e-1bdd-4701-aef7-605d23fcea85,2249,3217,117,OBSERVED(2026-08-15T17:47:12.178849+00:00),OBSERVED(2026-08-15T19:39:25.885060+00:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,3,0,0,0,0,1,NO_STAGE_TYPE_OBSERVED_IN_AO30_WINDOWS,OBSROUTE-8c083c1873,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
sixteenth_share,rtc_5aa42bc023554ee7a34bfab5b5d1021d,3fc84e28-746d-4e5f-865b-f85f7c73de2f,15,397,49,OBSERVED(2026-08-10T16:36:53.579978+00:00),OBSERVED(2026-08-10T17:23:21.321432+00:00),21,0,0,0,4,1,1,0,1,3,0,1,0,1,767.310835,767.310835,A,A,1,0,0,0,0,0,REASONING_RECAP|MODEL_EDITABLE_CONTEXT|SYSTEM|VISUALLY_HIDDEN,OBSROUTE-57fe30a2de,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
sixth_share,rtc_a1b5c7e90d2947458d828d466500e881,d2491a11-df12-4e89-ba60-962dc98d8300,15,570,110,OBSERVED(2026-08-17T00:12:48.929024+00:00),OBSERVED(2026-08-17T02:04:06.278447+00:00),21,0,0,1,0,0,0,0,0,0,0,1,1,0,43.146335,43.146335,A,A,7,0,0,0,0,5,PREAMBLE,OBSROUTE-553114c217,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
sixth_share,rtc_e6e278f0c59840bca948b24a8d20fb6d,fb276836-f274-4671-9c1e-db7190590218,578,643,13,OBSERVED(2026-08-17T02:14:54.857247+00:00),OBSERVED(2026-08-17T02:26:31.922541+00:00),14,0,0,0,0,0,0,0,0,0,0,1,0,1,38.007439,38.007439,A,A,0,0,0,0,0,0,NO_STAGE_TYPE_OBSERVED_IN_AO30_WINDOWS,OBSROUTE-8c083c1873,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
tenth_share,rtc_efbb02e4d1754363871a5f47a925a82e,22809b45-318f-4fb1-b46d-7b60b56398be,13,42,4,OBSERVED(2026-08-14T23:25:34.019456+00:00),OBSERVED(2026-08-14T23:27:49.619289+00:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,NO_STAGE_TYPE_OBSERVED_IN_AO30_WINDOWS,OBSROUTE-8c083c1873,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
tenth_share,rtc_b5f776390f43443e88b0e2046b773a41,fe65c1a3-aa54-44b1-9d39-cfa45cb84ff8,61,676,81,OBSERVED(2026-08-14T23:29:35.363889+00:00),OBSERVED(2026-08-15T00:53:54.895701+00:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,4,0,0,0,0,2,NO_STAGE_TYPE_OBSERVED_IN_AO30_WINDOWS,OBSROUTE-8c083c1873,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
test4,rtc_d305d6313f9a4266be6da78e277c6c8c,346a5a0b-2e8c-4a6f-995e-f295e0dce039,33,496,48,OBSERVED(2026-08-13T20:46:51.955573+00:00),OBSERVED(2026-08-13T21:46:45.349625+00:00),21,1,0,1,0,0,3,3,0,0,0,1,0,1,41.684695,41.684695,A,A,1,0,0,0,0,1,THOUGHTS|REASONING_RECAP|PREAMBLE|CHECKING,OBSROUTE-b50c7dde0a,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
test4,rtc_534ed01ea6fc495a8407452be3bc6d85,1c682c9b-9ccc-49cc-bdd3-2666f0ebe1e0,497,1151,105,OBSERVED(2026-08-13T21:49:51.777028+00:00),OBSERVED(2026-08-13T23:45:51.989705+00:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,7,0,0,0,0,3,NO_STAGE_TYPE_OBSERVED_IN_AO30_WINDOWS,OBSROUTE-8c083c1873,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
third_share,rtc_68838024da8a4cd7aeac72f32270895b,1e2beeed-35c7-4e21-9fd1-5d277bc80c26,14,737,135,OBSERVED(2026-08-18T03:21:47.162916+00:00),OBSERVED(2026-08-18T05:18:53.379340+00:00),21,0,0,0,1,0,0,0,0,0,0,1,1,0,62.468233,62.468233,A,A,0,0,0,0,0,0,VISUALLY_HIDDEN,OBSROUTE-92614474aa,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
third_share,rtc_5c2b05a7b14c4312ac8468375f689ee5,a0028bc6-ecdc-4787-a009-3b7ca1e4b3ec,738,869,39,OBSERVED(2026-08-18T05:22:21.579916+00:00),OBSERVED(2026-08-18T05:54:24.099252+00:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,1,0,0,0,0,0,NO_STAGE_TYPE_OBSERVED_IN_AO30_WINDOWS,OBSROUTE-8c083c1873,EXPOSED_STAGE_TYPES_IN_AO30_WINDOWS_ONLY
